r_cntr,object_id,raj2000,dej2000,e_raj2000,e_dej2000,smss_j,mean_epoch,flags,nimaflags,ngood,ngood_min,nch_max,class_star,u_psf,e_u_psf,u_petro,e_u_petro,v_psf,e_v_psf,v_petro,e_v_petro,g_psf,e_g_psf,g_petro,e_g_petro,r_psf,e_r_psf,r_petro,e_r_petro,i_psf,e_i_psf,i_petro,e_i_petro,z_psf,e_z_psf,z_petro,e_z_petro,prox,prox_id
717.63,287847308,114.112004,-69.351052,16,47,b'073626.87-692103.8',57033.0597,0,0,7,0,1,0.983,,,,,,,,,16.745,0.009,16.821,0.049,16.181,0.012,16.239,0.084,15.815,0.005,15.882,0.025,15.654,0.02,15.74,0.064,14.3,287847309.0
718.43,287847818,113.774741,-69.393539,24,36,b'073505.93-692336.7',57032.7364,0,0,8,0,1,0.983,,,,,17.385,0.015,17.424,0.156,16.149,0.003,16.177,0.028,15.654,0.015,15.659,0.114,15.216,0.002,15.274,0.046,15.067,0.003,15.119,0.017,60.0,
718.58,287847346,113.979308,-69.35755,20,36,b'073555.04-692127.2',57033.2158,0,7,11,1,1,0.999,14.174,0.009,14.146,0.029,13.669,0.008,13.683,0.019,12.867,0.003,12.89,0.004,12.646,0.002,12.636,0.034,12.469,0.01,12.482,0.056,12.466,0.002,12.48,0.045,60.0,
718.91,287847321,114.082709,-69.351228,52,36,b'073619.80-692104.3',57033.4903,2,0,8,0,1,0.983,16.986,0.017,16.969,0.148,,,,,15.71,0.003,15.744,0.021,15.368,0.006,15.401,0.016,15.131,0.017,15.18,0.032,15.076,0.005,15.136,0.034,60.0,
719.32,287832052,113.900967,-69.734038,182,92,b'073536.20-694402.4',57031.9824,0,0,4,0,1,0.896,,,,,,,,,18.065,0.029,18.325,0.153,17.697,0.031,17.943,0.163,17.349,0.026,17.616,0.348,,,,,60.0,
719.42,287831859,114.244765,-69.745909,20,36,b'073658.73-694445.2',57033.2158,0,0,11,1,1,0.985,15.357,0.009,15.412,0.028,14.972,0.041,15.028,0.112,14.056,0.003,14.083,0.007,13.757,0.019,13.802,0.019,13.564,0.01,13.566,0.049,13.514,0.008,13.566,0.042,60.0,
720.38,287847363,113.878312,-69.370214,20,44,b'073530.79-692212.7',57033.0597,0,0,7,0,1,0.982,,,,,,,,,16.392,0.007,16.377,0.037,15.924,0.003,15.978,0.023,15.535,0.009,15.572,0.064,15.394,0.019,15.432,0.021,5.1,287847360.0
720.72,287832186,113.682824,-69.677443,13,36,b'073443.87-694038.7',57030.4751,0,0,1,0,1,0.478,,,,,,,,,,,,,,,,,,,,,17.973,0.137,17.65,0.26,60.0,
721.07,287831597,114.450852,-69.385388,67,36,b'073748.20-692307.4',57030.4747,0,0,3,0,1,0.83,,,,,,,,,18.765,0.027,18.628,0.244,,,,,17.749,0.033,17.868,0.118,17.561,0.052,17.341,0.138,60.0,
721.25,287831617,114.383373,-69.371333,48,36,b'073731.95-692216.7',57032.7364,0,0,8,0,1,0.981,,,,,17.776,0.032,17.691,0.187,16.605,0.009,16.676,0.042,16.232,0.005,16.237,0.033,15.902,0.003,15.933,0.04,15.774,0.045,15.732,0.202,6.2,287831616.0
721.32,287831249,114.682694,-69.501915,35,36,b'073843.81-693006.8',57032.4849,0,0,9,1,1,0.981,17.929,0.022,18.2,0.234,17.629,0.081,18.241,0.308,16.64,0.015,16.756,0.049,16.363,0.005,16.396,0.036,16.081,0.009,16.175,0.045,16.138,0.044,15.933,0.12,9.7,287831248.0
722.07,287832376,113.61254,-69.640213,36,47,b'073426.99-693824.7',57033.0597,0,0,7,0,1,0.978,,,,,,,,,18.268,0.011,18.294,0.183,17.565,0.03,17.771,0.095,16.564,0.053,16.588,0.16,16.174,0.005,16.208,0.039,60.0,
722.91,287831616,114.388011,-69.371642,50,36,b'073733.11-692217.8',57030.4746,0,0,4,0,1,0.902,,,,,,,,,18.344,0.034,18.221,0.261,18.187,0.031,18.308,0.186,17.599,0.014,17.645,0.128,17.53,0.025,17.341,0.173,6.2,287831617.0
723.0,287847850,113.71732,-69.409867,13,36,b'073452.15-692435.5',57030.4751,0,0,1,0,1,0.506,,,,,,,,,,,,,,,,,,,,,18.603,0.046,18.674,0.328,60.0,
724.25,287847807,113.807828,-69.383129,63,110,b'073513.89-692259.3',57031.681,0,0,5,0,1,0.81,,,,,,,,,18.343,0.029,18.527,0.217,17.9,0.019,17.842,0.124,17.599,0.044,18.038,0.321,17.72,0.048,17.974,0.163,60.0,
724.46,287831247,114.690798,-69.51033,21,36,b'073845.77-693037.1',57032.7363,0,0,8,0,1,0.981,18.215,0.061,18.56,0.261,,,,,16.908,0.016,17.07,0.07,16.509,0.005,16.619,0.076,16.276,0.035,16.396,0.142,16.125,0.04,16.251,0.066,60.0,
725.27,287831203,114.632932,-69.647607,13,36,b'073831.90-693851.3',57030.4751,0,0,1,0,1,0.488,,,,,,,,,,,,,,,,,,,,,18.351,0.038,18.308,0.182,60.0,
725.47,287831515,114.656139,-69.471055,23,36,b'073837.47-692815.8',57036.5063,0,0,3,0,1,0.946,,,,,,,,,,,,,15.519,0.003,15.654,0.044,15.148,0.007,15.196,0.04,15.045,0.003,15.096,0.037,60.0,
725.59,287831197,114.675259,-69.613708,25,69,b'073842.06-693649.3',57030.4747,0,0,3,0,1,0.558,,,,,,,,,18.6,0.061,18.816,0.219,,,,,18.128,0.015,18.042,0.206,18.033,0.02,18.178,0.225,60.0,
725.62,287831390,114.372964,-69.732794,48,77,b'073729.51-694358.0',57030.4748,0,0,2,0,1,0.488,,,,,,,,,,,,,18.508,0.049,18.779,0.17,,,,,18.276,0.028,18.441,0.172,60.0,
725.69,287831589,114.46891,-69.388332,43,36,b'073752.54-692318.0',57033.2158,2,11,11,1,1,0.985,17.008,0.043,17.147,0.077,16.605,0.058,16.698,0.179,15.086,0.005,15.085,0.014,14.62,0.003,14.625,0.055,14.312,0.005,14.307,0.071,14.259,0.064,14.445,0.21,11.1,287831590.0
725.75,287832437,113.554681,-69.525123,13,36,b'073413.12-693130.4',57030.4742,0,0,6,1,1,0.986,14.515,0.003,14.519,0.016,14.027,0.005,14.065,0.015,13.133,0.003,13.159,0.004,12.867,0.003,12.882,0.004,12.675,0.003,12.7,0.004,12.619,0.003,12.679,0.004,60.0,
725.89,287832382,113.584711,-69.620322,67,75,b'073420.33-693713.2',57032.4852,0,0,6,0,1,0.937,,,,,,,,,17.728,0.04,17.498,0.1,17.366,0.013,17.425,0.181,17.133,0.013,17.172,0.091,16.936,0.136,17.035,0.083,60.0,
725.92,287831888,114.206128,-69.750076,12,36,b'073649.47-694500.2',57030.4751,0,0,1,0,1,0.399,,,,,,,,,,,,,,,,,,,,,18.396,0.045,18.591,0.31,60.0,
726.44,287832184,113.691743,-69.683573,143,58,b'073446.01-694100.8',57030.475,0,0,2,0,1,0.454,,,,,,,,,,,,,,,,,18.695,0.046,18.888,0.252,18.462,0.063,18.817,0.324,60.0,
726.63,287831240,114.704005,-69.542548,63,107,b'073848.96-693233.2',57030.475,0,0,2,0,1,0.537,,,,,,,,,,,,,,,,,18.103,0.041,18.459,0.254,17.862,0.025,17.838,0.171,60.0,
726.92,287832187,113.664349,-69.672033,26,48,b'073439.44-694019.2',57033.0597,0,0,7,0,1,0.974,,,,,,,,,17.18,0.007,17.224,0.081,16.812,0.01,16.964,0.108,16.543,0.011,16.628,0.138,16.444,0.024,16.549,0.102,60.0,
727.15,287831205,114.626602,-69.652572,13,36,b'073830.38-693909.2',57030.4748,0,0,1,0,1,0.489,,,,,,,,,,,,,,,,,18.422,0.058,18.346,0.226,,,,,60.0,
727.22,287831349,114.519033,-69.699187,93,159,b'073804.55-694156.7',57033.0597,2,0,7,0,1,0.976,,,,,,,,,17.575,0.018,17.627,0.079,17.276,0.089,17.273,0.08,16.738,0.059,16.801,0.049,16.646,0.033,16.638,0.122,60.0,
727.49,287831906,114.101195,-69.752208,90,58,b'073624.28-694507.9',57030.4748,0,0,3,0,1,0.706,,,,,,,,,,,,,18.481,0.05,18.272,0.219,18.179,0.021,18.254,0.202,17.944,0.016,17.999,0.239,60.0,
727.82,287831245,114.690804,-69.505972,13,36,b'073845.79-693021.4',57030.4751,0,0,1,0,1,0.504,,,,,,,,,,,,,,,,,,,,,18.108,0.055,17.914,0.266,12.7,287831248.0
727.91,287847361,113.925241,-69.360906,57,161,b'073542.05-692139.2',57030.475,0,0,2,0,1,0.413,,,,,,,,,,,,,,,,,18.574,0.048,18.4,0.272,18.53,0.073,18.779,0.293,60.0,
727.97,287831844,114.326896,-69.740187,32,36,b'073718.45-694424.7',57030.4742,0,0,6,1,1,0.995,14.061,0.004,14.098,0.012,13.525,0.003,13.544,0.01,12.761,0.003,12.782,0.003,12.557,0.003,12.569,0.003,12.412,0.003,12.449,0.003,12.426,0.003,12.469,0.003,60.0,
728.08,287831861,114.230073,-69.749358,81,73,b'073655.19-694457.7',57033.0597,0,0,7,0,1,0.977,,,,,,,,,17.293,0.005,17.344,0.085,16.824,0.041,16.875,0.186,16.559,0.072,16.594,0.136,16.464,0.008,16.615,0.053,13.9,287831856.0
728.16,287831336,114.557753,-69.685928,82,62,b'073813.83-694109.4',57032.4852,0,0,6,0,1,0.936,,,,,,,,,17.899,0.037,17.824,0.107,17.619,0.053,18.098,0.132,17.37,0.012,17.474,0.128,17.252,0.033,17.414,0.11,60.0,
728.26,287832378,113.594954,-69.631079,13,36,b'073422.78-693751.9',57033.2158,0,0,11,1,1,0.988,14.809,0.013,14.781,0.035,14.152,0.005,14.134,0.015,13.46,0.004,13.472,0.005,13.35,0.012,13.337,0.016,13.3,0.008,13.297,0.038,13.324,0.009,13.345,0.043,60.0,
728.29,287831907,114.085101,-69.752106,12,36,b'073620.42-694507.5',57030.4751,0,0,1,0,1,0.602,,,,,,,,,,,,,,,,,,,,,18.154,0.028,18.42,0.231,60.0,
728.31,287847816,113.781447,-69.388285,50,86,b'073507.54-692317.8',57031.4794,3,0,6,0,1,0.982,18.161,0.215,18.093,0.224,,,,,16.427,0.009,16.386,0.036,16.009,0.011,15.981,0.027,15.642,0.009,15.701,0.022,15.582,0.005,15.636,0.028,5.4,287847815.0
728.51,287831387,114.416632,-69.725777,29,53,b'073739.99-694332.6',57032.4853,0,1,6,0,1,0.973,,,,,,,,,18.35,0.025,18.311,0.153,17.494,0.01,17.567,0.115,16.697,0.011,16.847,0.083,16.426,0.047,16.419,0.081,60.0,
728.95,287831195,114.652583,-69.636318,13,36,b'073836.61-693810.7',57030.4748,0,0,1,0,1,0.468,,,,,,,,,,,,,,,,,18.772,0.051,19.003,0.183,,,,,60.0,
728.98,287832423,113.563389,-69.503774,36,59,b'073415.20-693013.5',57033.2158,0,0,10,1,2,0.99,17.338,0.077,17.224,0.625,16.867,0.173,16.933,0.18,15.829,0.009,15.779,0.026,15.423,0.011,15.397,0.046,15.137,0.017,15.164,0.015,15.047,0.013,15.105,0.042,60.0,
729.55,287847310,114.091652,-69.348049,17,36,b'073622.00-692053.0',57033.0597,0,0,7,0,1,0.984,,,,,,,,,16.733,0.003,16.767,0.054,15.852,0.009,15.911,0.049,14.871,0.02,14.925,0.012,14.548,0.011,14.604,0.033,60.0,
729.77,287831590,114.464235,-69.385738,46,54,b'073751.42-692308.5',57032.4853,1,0,6,0,1,0.972,,,,,,,,,18.06,0.014,18.031,0.121,17.513,0.028,17.719,0.125,16.985,0.042,17.06,0.072,16.826,0.03,16.955,0.094,9.2,287831588.0
729.91,287831200,114.662667,-69.628998,111,62,b'073839.05-693744.3',57031.681,2,0,5,0,1,0.764,,,,,,,,,18.098,0.032,18.379,0.166,17.76,0.034,18.031,0.114,17.384,0.07,17.528,0.383,17.443,0.033,17.352,0.129,60.0,
729.96,287831248,114.690144,-69.502451,13,36,b'073845.63-693008.8',57030.4751,0,0,1,0,1,0.465,,,,,,,,,,,,,,,,,,,,,18.516,0.086,18.512,0.232,9.7,287831249.0
730.08,287831246,114.698357,-69.515826,13,36,b'073847.60-693057.0',57033.2158,0,0,11,1,1,0.986,15.534,0.009,15.452,0.026,15.169,0.007,15.183,0.055,13.828,0.005,13.83,0.006,13.47,0.008,13.467,0.02,13.196,0.013,13.187,0.027,13.133,0.016,13.154,0.009,60.0,
730.14,287847848,113.722726,-69.405186,85,88,b'073453.45-692418.7',57030.4748,0,0,3,0,1,0.712,,,,,,,,,,,,,18.408,0.06,18.203,0.158,18.196,0.04,18.334,0.171,17.901,0.026,17.911,0.183,60.0,
730.14,287831619,114.379317,-69.36788,13,36,b'073731.03-692204.3',57030.4748,0,0,1,0,1,0.493,,,,,,,,,,,,,,,,,18.592,0.022,18.717,0.222,,,,,10.3,287831618.0
730.25,287832399,113.564836,-69.602155,13,36,b'073415.56-693607.7',57033.2158,0,0,11,1,1,0.991,12.845,0.012,12.819,0.045,12.239,0.003,12.219,0.043,11.569,0.003,11.587,0.003,11.437,0.006,11.418,0.042,11.385,0.003,11.365,0.055,11.411,0.006,11.408,0.049,60.0,
730.85,287832377,113.598433,-69.635583,41,36,b'073423.61-693808.1',57033.0597,0,0,7,0,1,0.992,,,,,,,,,17.138,0.016,17.345,0.101,16.767,0.011,16.84,0.053,16.47,0.034,16.562,0.121,16.449,0.03,16.469,0.091,60.0,
731.55,287847198,114.199447,-69.348721,65,36,b'073647.85-692055.4',57032.4853,0,0,6,0,1,0.956,,,,,,,,,17.274,0.029,17.181,0.08,16.947,0.018,16.952,0.087,16.803,0.03,16.698,0.056,16.517,0.027,16.686,0.076,60.0,
731.6,287847815,113.781859,-69.387043,49,272,b'073507.67-692312.4',57033.2158,3,0,11,1,1,0.983,17.081,0.032,17.418,0.081,16.714,0.064,17.158,0.482,15.594,0.003,15.608,0.019,15.221,0.022,15.116,0.189,14.944,0.009,14.83,0.219,14.883,0.012,14.81,0.229,5.4,287847816.0
731.83,287832033,113.979133,-69.747016,15,36,b'073554.98-694449.2',57033.2158,2,0,11,1,1,0.984,15.741,0.011,15.793,0.066,15.434,0.014,15.489,0.042,14.115,0.003,14.134,0.007,13.679,0.012,13.69,0.029,13.37,0.015,13.381,0.049,13.279,0.004,13.311,0.073,9.9,287832032.0
732.02,287832084,113.856366,-69.730581,88,71,b'073525.51-694350.0',57033.4906,0,0,6,0,1,0.952,,,,,,,,,,,,,17.482,0.061,17.518,0.078,16.974,0.042,17.041,0.183,16.63,0.032,16.774,0.112,60.0,
732.47,287832427,113.618646,-69.451695,386,461,b'073428.46-692706.0',57036.5063,2,0,3,0,1,0.38,,,,,,,,,,,,,17.349,0.048,17.937,0.199,17.105,0.023,17.081,0.139,17.119,0.007,17.241,0.148,60.0,
732.58,287832428,113.634971,-69.442024,94,110,b'073432.39-692631.2',57036.5063,0,0,3,0,1,0.604,,,,,,,,,,,,,16.871,0.054,17.001,0.171,16.234,0.017,16.492,0.082,16.091,0.026,16.463,0.113,60.0,
734.44,287847362,113.878834,-69.365802,13,36,b'073530.92-692156.8',57030.4751,0,0,1,0,1,0.769,,,,,,,,,,,,,,,,,,,,,17.609,0.037,17.454,0.136,60.0,
734.5,287832042,113.953258,-69.745217,34,62,b'073548.78-694442.7',57030.4746,0,0,4,0,1,0.925,,,,,,,,,18.076,0.019,18.089,0.178,17.712,0.013,17.636,0.122,17.563,0.027,17.757,0.154,17.588,0.019,17.677,0.147,60.0,
734.74,287799882,114.668433,-69.474686,107,36,b'073840.42-692828.8',57036.5063,0,0,3,0,1,0.671,,,,,,,,,,,,,16.245,0.006,16.004,0.08,16.133,0.01,15.995,0.076,15.984,0.015,15.642,0.094,8.8,287799881.0
734.79,287832194,113.643145,-69.665459,13,36,b'073434.35-693955.6',57030.4737,0,0,1,0,1,0.38,,,,,18.028,0.14,18.638,0.306,,,,,,,,,,,,,,,,,60.0,
735.3,287831206,114.61494,-69.663415,22,36,b'073827.59-693948.3',57032.4849,0,0,9,1,1,0.984,17.423,0.017,17.331,0.156,17.262,0.041,17.651,0.171,15.855,0.004,15.88,0.024,15.482,0.059,15.435,0.068,15.122,0.015,15.158,0.015,15.014,0.003,15.061,0.063,60.0,
736.69,287831856,114.239894,-69.751149,12,36,b'073657.57-694504.1',57030.4751,0,0,1,0,1,0.616,,,,,,,,,,,,,,,,,,,,,17.725,0.014,17.865,0.156,13.9,287831861.0
736.85,287847819,113.742981,-69.396123,13,36,b'073458.31-692346.0',57030.4751,0,0,1,0,1,0.381,,,,,,,,,,,,,,,,,,,,,18.431,0.085,18.238,0.222,6.2,287847847.0
737.04,287847858,113.684353,-69.416656,76,101,b'073444.22-692500.0',57033.0597,0,0,7,0,1,0.967,,,,,,,,,17.49,0.007,17.509,0.102,17.137,0.045,17.228,0.058,16.751,0.012,16.805,0.125,16.634,0.016,16.745,0.171,60.0,
737.45,287831618,114.386952,-69.366935,31,49,b'073732.86-692200.9',57030.4746,0,0,4,0,1,0.916,,,,,,,,,18.571,0.044,18.414,0.217,17.933,0.02,18.25,0.194,17.461,0.019,17.491,0.09,17.362,0.016,17.459,0.124,10.3,287831619.0
738.23,287831228,114.70208,-69.591995,31,36,b'073848.49-693531.1',57030.4746,0,0,4,0,1,0.974,,,,,,,,,17.48,0.036,17.679,0.093,16.961,0.025,16.836,0.066,16.652,0.011,16.737,0.06,16.585,0.018,16.52,0.064,60.0,
738.25,287831596,114.452076,-69.379923,13,36,b'073748.49-692247.7',57030.4751,0,0,1,0,1,0.518,,,,,,,,,,,,,,,,,,,,,18.363,0.031,18.644,0.205,60.0,
738.51,287831588,114.470312,-69.384285,52,59,b'073752.86-692303.4',57032.8875,0,0,5,0,1,0.95,,,,,,,,,,,,,17.777,0.03,17.586,0.148,17.296,0.094,17.519,0.092,17.002,0.017,17.369,0.401,9.2,287831590.0
738.58,287847847,113.738562,-69.396841,13,64,b'073457.25-692348.6',57030.4748,0,0,2,0,1,0.493,,,,,,,,,,,,,18.636,0.075,19.006,0.158,,,,,18.479,0.062,18.545,0.301,6.2,287847819.0
738.76,287847351,113.939941,-69.355878,52,77,b'073545.59-692121.2',57032.4853,0,0,6,0,1,0.947,,,,,,,,,17.829,0.04,17.733,0.093,17.576,0.015,17.635,0.134,17.254,0.068,17.226,0.08,17.207,0.077,17.253,0.606,60.0,
738.78,287831536,114.572632,-69.417275,41,36,b'073817.43-692502.2',57030.475,0,0,2,0,1,0.589,,,,,,,,,,,,,,,,,18.326,0.016,18.241,0.199,18.367,0.051,18.64,0.278,10.7,287831535.0
738.8,287799881,114.669063,-69.472255,13,36,b'073840.57-692820.1',57036.5067,0,0,1,0,1,0.36,,,,,,,,,,,,,,,,,,,,,17.136,0.066,17.39,0.169,8.8,287799882.0
739.57,287831169,114.694743,-69.60449,51,160,b'073846.71-693616.0',57031.9828,2,0,4,0,1,0.893,,,,,,,,,,,,,18.569,0.028,18.662,0.187,17.44,0.039,17.227,0.086,17.102,0.066,17.139,0.3,60.0,
739.59,287799885,114.636688,-69.448725,29,36,b'073832.81-692655.4',57036.5058,0,4,5,0,1,0.984,14.99,0.01,15.149,0.03,14.506,0.006,14.499,0.033,,,,,11.573,0.003,11.543,0.003,11.143,0.003,11.059,0.003,10.942,0.003,10.886,0.003,60.0,
739.61,287847304,114.124669,-69.344879,20,36,b'073629.90-692041.5',57032.7363,0,0,8,0,1,0.982,17.837,0.049,17.793,0.133,,,,,16.43,0.005,16.481,0.04,16.049,0.053,16.065,0.026,15.721,0.019,15.773,0.049,15.593,0.036,15.632,0.091,8.8,287847305.0
740.32,287831346,114.553437,-69.692526,12,36,b'073812.82-694133.0',57030.4751,0,0,1,0,1,0.546,,,,,,,,,,,,,,,,,,,,,18.019,0.022,18.143,0.177,60.0,
740.83,287831845,114.311874,-69.745788,55,36,b'073714.84-694444.8',57030.4746,0,0,4,0,1,0.95,,,,,,,,,17.914,0.015,17.903,0.13,17.537,0.023,17.411,0.113,17.211,0.023,17.426,0.098,17.009,0.015,17.033,0.112,60.0,
740.89,287847302,114.157145,-69.344797,56,73,b'073637.66-692041.2',57033.0597,0,0,7,0,1,0.976,,,,,,,,,18.581,0.028,18.52,0.183,17.605,0.055,17.755,0.097,16.682,0.005,16.779,0.127,16.286,0.012,16.32,0.046,60.0,
741.17,287847859,113.66383,-69.423581,16,42,b'073439.32-692524.9',57032.887,2,3,10,1,1,0.99,17.093,0.004,16.991,0.116,16.668,0.033,16.795,0.266,15.777,0.004,15.818,0.024,15.473,0.01,15.51,0.048,15.223,0.027,15.276,0.02,15.169,0.005,15.195,0.033,60.0,
741.8,287831893,114.180304,-69.755541,22,36,b'073643.27-694519.9',57032.4849,0,0,9,1,1,0.981,17.943,0.041,18.387,0.156,17.423,0.035,17.514,0.205,16.737,0.006,16.726,0.049,16.439,0.031,16.449,0.095,16.207,0.028,16.247,0.224,16.174,0.024,16.167,0.041,12.4,287831886.0
741.8,287832032,113.976216,-69.749614,42,36,b'073554.33-694458.5',57032.4849,3,0,9,1,1,0.983,17.998,0.029,18.233,0.225,17.487,0.031,17.525,0.212,16.271,0.015,16.178,0.035,15.87,0.015,15.933,0.084,15.512,0.009,15.559,0.02,15.424,0.014,15.522,0.123,9.9,287832033.0
742.25,287832402,113.539818,-69.572491,71,37,b'073409.56-693420.9',57030.4748,0,0,3,0,1,0.175,,,,,,,,,,,,,18.547,0.13,17.884,0.201,17.856,0.085,17.736,0.228,17.322,0.147,15.942,0.083,60.0,
742.94,287832403,113.536322,-69.556375,13,38,b'073408.71-693322.9',57030.4746,0,0,4,0,1,0.943,,,,,,,,,17.788,0.019,17.772,0.155,17.515,0.033,17.657,0.099,17.192,0.018,17.332,0.079,17.218,0.02,17.378,0.12,60.0,
742.97,287831389,114.39887,-69.733729,93,63,b'073735.71-694401.4',57030.4746,0,0,4,0,1,0.698,,,,,,,,,18.482,0.029,18.395,0.198,17.996,0.051,17.642,0.163,17.755,0.066,17.22,0.125,17.593,0.046,17.309,0.153,60.0,
743.01,287832440,113.541299,-69.52396,34,56,b'073409.91-693126.2',57030.4748,0,0,3,0,1,0.636,,,,,,,,,,,,,18.108,0.018,18.195,0.195,17.791,0.034,18.013,0.152,17.647,0.054,17.692,0.11,4.7,287832441.0
743.11,287832383,113.563693,-69.613673,13,36,b'073415.29-693649.2',57033.2158,0,0,11,1,1,0.985,16.033,0.065,15.907,0.041,15.585,0.036,15.614,0.037,14.791,0.003,14.815,0.012,14.547,0.018,14.558,0.012,14.307,0.011,14.36,0.017,14.254,0.009,14.271,0.048,60.0,
743.83,287831239,114.714686,-69.528765,103,94,b'073851.51-693143.3',57032.7363,3,0,8,0,1,0.963,18.28,0.038,18.819,0.268,,,,,17.411,0.018,17.527,0.092,17.212,0.042,17.316,0.272,16.863,0.052,16.976,0.246,16.84,0.017,16.944,0.076,10.5,287831237.0
744.06,287832441,113.540939,-69.522727,89,89,b'073409.79-693121.5',57032.4853,0,0,6,0,1,0.971,,,,,,,,,18.067,0.011,18.132,0.11,17.353,0.009,17.381,0.103,16.773,0.05,16.744,0.053,16.494,0.01,16.455,0.14,4.7,287832440.0
744.56,287832081,113.871772,-69.737151,168,372,b'073529.22-694413.7',57030.475,0,0,2,0,1,0.488,,,,,,,,,,,,,,,,,18.829,0.056,18.968,0.249,18.606,0.032,18.942,0.385,11.2,287832082.0
744.76,287831345,114.505395,-69.709807,52,121,b'073801.28-694235.3',57030.4748,0,0,3,0,1,0.515,,,,,,,,,,,,,18.622,0.132,18.72,0.174,18.117,0.05,17.899,0.184,18.041,0.022,18.27,0.28,60.0,
745.08,287832191,113.670257,-69.682788,12,36,b'073440.86-694058.0',57030.4751,0,0,1,0,1,0.37,,,,,,,,,,,,,,,,,,,,,18.219,0.064,18.404,0.219,12.2,287832190.0
745.38,287831902,114.143717,-69.757292,29,36,b'073634.50-694526.2',57033.0597,0,0,7,0,1,0.983,,,,,,,,,16.081,0.012,16.182,0.032,15.417,0.017,15.493,0.057,15.003,0.028,15.03,0.045,14.847,0.016,14.876,0.045,60.0,
746.07,287847322,114.065041,-69.344222,265,36,b'073615.59-692039.1',57036.5063,2,0,3,0,1,0.477,,,,,,,,,,,,,17.223,0.035,17.257,0.172,16.517,0.04,16.728,0.136,16.572,0.016,16.516,0.112,60.0,
746.87,287831654,114.262801,-69.348425,101,70,b'073703.05-692054.3',57032.4852,0,0,6,0,1,0.947,,,,,,,,,17.848,0.029,17.716,0.108,17.448,0.01,17.598,0.18,17.109,0.049,17.166,0.071,17.057,0.023,17.065,0.088,60.0,
747.0,287832439,113.544233,-69.510979,13,38,b'073410.61-693039.4',57033.0597,0,0,7,0,1,0.981,,,,,,,,,16.847,0.007,16.952,0.08,16.238,0.005,16.223,0.1,15.723,0.021,15.778,0.066,15.547,0.013,15.616,0.031,60.0,
747.56,287847808,113.812703,-69.374323,13,430,b'073515.04-692228.0',57030.4748,2,0,3,0,1,0.231,,,,,,,,,,,,,18.99,0.118,18.451,0.266,18.191,0.241,16.231,0.107,17.927,0.209,16.314,0.113,5.1,287847809.0
747.57,287832190,113.674873,-69.685771,86,61,b'073441.97-694108.7',57030.4746,0,0,4,0,1,0.856,,,,,,,,,18.589,0.05,18.342,0.203,18.109,0.026,18.213,0.109,17.629,0.015,17.788,0.136,17.328,0.049,17.227,0.106,12.2,287832191.0
748.01,287832400,113.541236,-69.587559,13,36,b'073409.89-693515.2',57030.4751,0,0,1,0,1,0.372,,,,,,,,,,,,,,,,,,,,,18.208,0.066,18.369,0.184,13.7,287832401.0
748.32,287847305,114.125715,-69.34246,30,48,b'073630.17-692032.8',57032.4852,0,0,6,0,1,0.942,,,,,,,,,17.981,0.021,18.027,0.145,17.608,0.053,17.716,0.095,17.234,0.012,17.349,0.089,17.009,0.022,16.944,0.094,8.8,287847304.0
749.08,287831535,114.577429,-69.414845,20,36,b'073818.58-692453.4',57033.2158,0,0,11,1,1,0.997,15.178,0.012,15.213,0.092,14.823,0.005,14.844,0.023,13.727,0.003,13.758,0.006,13.391,0.006,13.414,0.03,13.169,0.008,13.178,0.044,13.118,0.012,13.144,0.031,10.7,287831536.0
750.63,287831335,114.569156,-69.690859,41,36,b'073816.59-694127.1',57030.475,0,0,2,0,1,0.568,,,,,,,,,,,,,,,,,18.231,0.043,18.277,0.211,17.898,0.055,18.132,0.16,60.0,
750.85,287847823,113.758678,-69.386528,22,36,b'073502.08-692311.5',57033.4899,3,0,11,1,2,0.995,16.768,0.041,17.177,0.331,16.191,0.014,16.325,0.159,14.22,0.003,14.242,0.007,13.611,0.004,13.617,0.031,13.161,0.002,13.174,0.054,12.958,0.002,12.977,0.062,60.0,
750.98,287831238,114.718028,-69.522128,113,114,b'073852.31-693119.5',57032.4855,0,0,3,0,1,0.775,,,,,,,,,,,,,,,,,17.684,0.034,17.928,0.177,17.358,0.126,17.459,0.097,60.0,
751.07,287831223,114.723944,-69.549266,13,36,b'073853.74-693257.3',57030.4751,0,0,1,0,1,0.461,,,,,,,,,,,,,,,,,,,,,18.461,0.082,18.483,0.306,60.0,
751.1,287832401,113.540763,-69.591353,38,36,b'073409.78-693528.8',57030.4745,0,0,3,0,1,0.671,,,,,,,,,18.805,0.04,18.618,0.231,18.389,0.034,18.575,0.198,18.092,0.03,18.236,0.19,,,,,13.7,287832400.0
751.95,287832166,113.726727,-69.705985,12,36,b'073454.41-694221.5',57030.4748,0,0,1,0,1,0.46,,,,,,,,,,,,,,,,,18.843,0.069,18.94,0.295,,,,,60.0,
752.31,287847348,113.990402,-69.346911,239,216,b'073557.70-692048.9',57030.475,0,0,2,0,1,0.425,,,,,,,,,,,,,,,,,18.408,0.046,18.359,0.211,18.111,0.072,17.897,0.174,60.0,
752.38,287847809,113.811631,-69.372981,551,993,b'073514.83-692223.0',57034.4958,0,0,3,0,1,0.351,,,,,,,,,,,,,18.923,0.138,18.487,0.208,17.656,0.088,17.822,0.17,17.625,0.104,18.936,0.242,5.1,287847808.0
